cohort,block,model,mode,roc_auc,pr_auc,brier,precision,recall,specificity,f1,f2,thr,thr_policy,repeat,fold
antepartum,FULL,RF,weighted,0.8062015503875969,0.47032395198316035,0.11004243644318397,0.1971153846153846,0.9534883720930233,0.31275720164609055,0.32669322709163345,0.5394736842105263,0.12,recall+precision,3,1
antepartum,FULL,RF,weighted,0.7827266922094508,0.48966773101813177,0.1405669233868784,0.29333333333333333,0.8148148148148148,0.5431034482758621,0.43137254901960786,0.6010928961748634,0.11,recall+precision,3,2
antepartum,FULL,RF,weighted,0.8061068013710987,0.4815139487416184,0.1169872194478618,0.23958333333333334,1.0,0.3941908713692946,0.3865546218487395,0.6117021276595744,0.11,recall+precision,3,3
antepartum,FULL,RF,weighted,0.7633477633477633,0.506692943002581,0.13976071937528814,0.24489795918367346,0.8888888888888888,0.3593073593073593,0.384,0.5825242718446602,0.09999999999999999,recall+precision,3,4
antepartum,FULL,RF,weighted,0.7616411592315206,0.35108004855951896,0.10309746461081865,0.15086206896551724,0.9459459459459459,0.20883534136546184,0.26022304832713755,0.4605263157894737,0.09999999999999999,recall+precision,3,5
antepartum,FULL,RF,resampled,0.7997894535362235,0.4601627041166876,0.11108314328660406,0.17647058823529413,0.9767441860465116,0.1934156378600823,0.298932384341637,0.5121951219512195,0.09999999999999999,recall+precision,3,1
antepartum,FULL,RF,resampled,0.7696360153256705,0.4733738543150552,0.14039524558059174,0.25133689839572193,0.8703703703703703,0.39655172413793105,0.3900414937759336,0.5831265508684863,0.09,recall+precision,3,2
antepartum,FULL,RF,resampled,0.8019574237777376,0.431103879604189,0.11764171336897837,0.23316062176165803,0.9782608695652174,0.38589211618257263,0.37656903765690375,0.596816976127321,0.11,recall+precision,3,3
antepartum,FULL,RF,resampled,0.7499599166265833,0.4674338471711883,0.14176304799911707,0.2571428571428571,0.8333333333333334,0.43722943722943725,0.3930131004366812,0.5754475703324808,0.11,recall+precision,3,4
antepartum,FULL,RF,resampled,0.7225659394334093,0.2787183571109465,0.10725489957987351,0.14624505928853754,1.0,0.13253012048192772,0.25517241379310346,0.4613466334164589,0.08,recall+precision,3,5
antepartum,FULL,XGB,weighted,0.8075413915207197,0.5295764092050109,0.10532538564386959,0.1834862385321101,0.9302325581395349,0.2674897119341564,0.3065134099616858,0.5128205128205128,0.09,recall+precision,3,1
antepartum,FULL,XGB,weighted,0.7302841634738187,0.36855884726147325,0.14352234110174264,0.24,0.8888888888888888,0.3448275862068966,0.3779527559055118,0.5769230769230769,0.08,recall+precision,3,2
antepartum,FULL,XGB,weighted,0.7724607613205845,0.4193334717387569,0.11687114166356143,0.21052631578947367,0.9565217391304348,0.3153526970954357,0.34509803921568627,0.5597964376590331,0.08,recall+precision,3,3
antepartum,FULL,XGB,weighted,0.7449895783229116,0.5241029049733595,0.13681051888773516,0.24193548387096775,0.8333333333333334,0.38961038961038963,0.375,0.5597014925373134,0.08,recall+precision,3,4
antepartum,FULL,XGB,weighted,0.7566482144795398,0.38535451546495747,0.10268640458615134,0.14705882352941177,0.9459459459459459,0.18473895582329317,0.2545454545454545,0.4533678756476684,0.06999999999999999,recall+precision,3,5
antepartum,FULL,XGB,resampled,0.8097425590965643,0.5160290964203558,0.10476626994753485,0.19158878504672897,0.9534883720930233,0.2880658436213992,0.31906614785992216,0.5310880829015544,0.09999999999999999,recall+precision,3,1
antepartum,FULL,XGB,resampled,0.7618933588761175,0.41713686747449513,0.14070850966610512,0.2670807453416149,0.7962962962962963,0.49137931034482757,0.4,0.5702917771883289,0.09,recall+precision,3,2
antepartum,FULL,XGB,resampled,0.771919538156233,0.40602667739302806,0.11748153880567622,0.21025641025641026,0.8913043478260869,0.36099585062240663,0.34024896265560167,0.5408970976253298,0.09999999999999999,recall+precision,3,3
antepartum,FULL,XGB,resampled,0.751242584575918,0.5089484971841834,0.13625795397530918,0.2721518987341772,0.7962962962962963,0.5021645021645021,0.4056603773584906,0.5748663101604278,0.09999999999999999,recall+precision,3,4
antepartum,FULL,XGB,resampled,0.742212091609682,0.37571514715841875,0.10631852951373148,0.1423076923076923,1.0,0.10441767068273092,0.24915824915824916,0.4534313725490196,0.08,recall+precision,3,5
